3000416,SKIL PED I        ,3  ,                                                                                ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHAN ,IA   ,STAFF                        ,4MED (CHAN)         ,                    ,                    ,50 ,16/01/2559 20:00
3000416,SKIL PED I        ,3  ,                                                                                ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,KUMKL,IA   ,STAFF                        ,4MED (BHUMIBOL HOSP),                    ,                    ,50 ,16/01/2559 20:00
3000418,CLIN PED I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,SK   ,IA   ,STAFF                        ,4MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000418,CLIN PED I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,SK   ,IA   ,STAFF                        ,4MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000418,CLIN PED I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHOL ,IA   ,STAFF                        ,4MED (CHOL)         ,                    ,                    ,50 ,16/01/2559 20:00
3000418,CLIN PED I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHAN ,IA   ,STAFF                        ,4MED (CHAN)         ,                    ,                    ,50 ,16/01/2559 20:00
3000418,CLIN PED I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,KUMKL,IA   ,STAFF                        ,4MED (BHUMIBOL HOSP),                    ,                    ,50 ,16/01/2559 20:00
3000419,THEO SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,SIRIN,IA   ,STAFF                        ,4MED (CHULA)        ,                    ,                    ,60 ,16/01/2559 20:00
3000419,THEO SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,SIRIN,IA   ,STAFF                        ,                    ,                    ,                    ,60 ,16/01/2559 20:00
3000419,THEO SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,2  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,SIRIN,IA   ,STAFF                        ,4MED (CHULA)        ,                    ,                    ,60 ,16/01/2559 20:00
3000419,THEO SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,SIRIN,IA   ,STAFF                        ,                    ,                    ,                    ,60 ,16/01/2559 20:00
3000419,THEO SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,4  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHOL ,IA   ,STAFF                        ,4MED (CHOL)         ,                    ,                    ,50 ,16/01/2559 20:00
3000419,THEO SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHOL ,IA   ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
3000419,THEO SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,5  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHAN ,IA   ,STAFF                        ,4MED (CHAN)         ,                    ,                    ,50 ,16/01/2559 20:00
3000419,THEO SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHAN ,IA   ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
3000419,THEO SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,6  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,KUMKL,IA   ,STAFF                        ,4MED (BHUMIBOL HOSP),                    ,                    ,50 ,16/01/2559 20:00
3000419,THEO SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,KUMKL,IA   ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
3000421,THEO SURG II      ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,SIRIN,IA   ,STAFF                        ,4MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000421,THEO SURG II      ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,SIRIN,IA   ,STAFF                        ,                    ,                    ,                    ,100,16/01/2559 20:00
3000421,THEO SURG II      ,3  ,                                                                                ,          ,         ,          ,TDF      ,2  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,SIRIN,IA   ,STAFF                        ,4MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000421,THEO SURG II      ,3  ,                                                                                ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,SIRIN,IA   ,STAFF                        ,                    ,                    ,                    ,100,16/01/2559 20:00
3000421,THEO SURG II      ,3  ,                                                                                ,          ,         ,          ,TDF      ,4  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHOL ,IA   ,STAFF                        ,4MED (CHOL)         ,                    ,                    ,50 ,16/01/2559 20:00
3000421,THEO SURG II      ,3  ,                                                                                ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHOL ,IA   ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
3000421,THEO SURG II      ,3  ,                                                                                ,          ,         ,          ,TDF      ,5  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHAN ,IA   ,STAFF                        ,4MED (CHAN)         ,                    ,                    ,50 ,16/01/2559 20:00
3000421,THEO SURG II      ,3  ,                                                                                ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHAN ,IA   ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
3000421,THEO SURG II      ,3  ,                                                                                ,          ,         ,          ,TDF      ,6  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,KUMKL,IA   ,STAFF                        ,4MED (BHUMIBOL HOSP),                    ,                    ,50 ,16/01/2559 20:00
3000421,THEO SURG II      ,3  ,                                                                                ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,KUMKL,IA   ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
3000422,SKIL SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,SIRIN,IA   ,STAFF                        ,4MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000422,SKIL SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,SIRIN,IA   ,STAFF                        ,4MED (CHULA)        ,                    ,                    ,100,16/01/2559 20:00
3000422,SKIL SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHOL ,IA   ,STAFF                        ,4MED (CHOL)         ,                    ,                    ,50 ,16/01/2559 20:00
3000422,SKIL SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,CHAN ,IA   ,STAFF                        ,4MED (CHAN)         ,                    ,                    ,50 ,16/01/2559 20:00
3000422,SKIL SURG I       ,3  ,                                                                                ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,KUMKL,IA   ,STAFF                        ,4MED (BHUMIBOL HOSP),                    ,                    ,50 ,16/01/2559 20:00
