3200101,PROF DEV I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,L/P  ,FR,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,509  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200208,HUMAN BODY LAB II ,1  ,COREQ 3200207                                                                   ,          ,         ,          ,TDF      ,4  ,LAB  ,TU,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200208,HUMAN BODY LAB II ,1  ,COREQ 3200207                                                                   ,          ,         ,          ,TDF      ,5  ,LAB  ,TU,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200208,HUMAN BODY LAB II ,1  ,COREQ 3200207                                                                   ,          ,         ,          ,TDF      ,6  ,LAB  ,TU,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200208,HUMAN BODY LAB II ,1  ,COREQ 3200207                                                                   ,          ,         ,          ,TDF      ,7  ,LAB  ,TU,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200208,HUMAN BODY LAB II ,1  ,COREQ 3200207                                                                   ,          ,         ,          ,TDF      ,8  ,LAB  ,TU,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200208,HUMAN BODY LAB II ,1  ,COREQ 3200207                                                                   ,          ,         ,          ,TDF      ,9  ,LAB  ,TU,  ,  ,  ,  ,  ,  ,1300-1600,DEN14,609  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200209,HUM BRAIN/FUNC    ,3  ,COREQ 3201224                                                                   ,          ,         ,          ,TDF      ,1  ,LECT ,TU,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,208  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00
3200209,HUM BRAIN/FUNC    ,3  ,COREQ 3201224                                                                   ,          ,         ,          ,TDF      ,1  ,LECT ,TH,  ,  ,  ,  ,  ,  ,1100-1200,DEN16,208  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00
3200210,CRANIOFACIAL COMPL,2  ,COREQ 3201224                                                                   ,          ,         ,          ,TDF      ,1  ,LECT ,TH,  ,  ,  ,  ,  ,  ,0900-1100,DEN16,208  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00
3200211,INFEC CONT/STER   ,2  ,COREQ 3202201                                                                   ,          ,         ,          ,TDF      ,1  ,LECT ,MO,  ,  ,  ,  ,  ,  ,0900-1100,DEN16,208  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00
3200212,DENT CARIO I      ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,WE,  ,  ,  ,  ,  ,  ,1300-1400,DEN16,208  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,10 ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,11 ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,12 ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,13 ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,14 ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,2  ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,3  ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,4  ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,5  ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,6  ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,7  ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,8  ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200301,BIO/DENT SCI II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,9  ,PRAC ,MO,  ,  ,  ,  ,  ,  ,0900-1200,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3200306,AB/DIS CRANIO LAB ,1  ,3200206 3201224 COREQ 3200305                                                   ,          ,         ,          ,TDF      ,1  ,LAB  ,MO,  ,  ,  ,  ,  ,  ,1500-1600,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3200306,AB/DIS CRANIO LAB ,1  ,3200206 3201224 COREQ 3200305                                                   ,          ,         ,          ,TDF      ,10 ,LAB  ,MO,  ,  ,  ,  ,  ,  ,1500-1600,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3200306,AB/DIS CRANIO LAB ,1  ,3200206 3201224 COREQ 3200305                                                   ,          ,         ,          ,TDF      ,11 ,LAB  ,MO,  ,  ,  ,  ,  ,  ,1500-1600,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3200306,AB/DIS CRANIO LAB ,1  ,3200206 3201224 COREQ 3200305                                                   ,          ,         ,          ,TDF      ,12 ,LAB  ,MO,  ,  ,  ,  ,  ,  ,1500-1600,DEN16,209  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
