3100507,VET SOC           ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,OCS                          ,                    ,                    ,                    ,60 ,16/01/2559 20:00
3105718,POSTMORT PATH II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3105721,DIAG INTERP       ,1  ,3105717 3105715                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3105722,CLI VET PAT INTERP,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,20 ,16/01/2559 20:00
3105730,SEM PARA          ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3105731,SPEC TOP VET PARA ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,VET                 ,                    ,                    ,10 ,16/01/2559 20:00
3105731,SPEC TOP VET PARA ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3105734,ADV VET PARA      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3105735,MOL BIOL VET PARA ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3105735,MOL BIOL VET PARA ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3105770,SEM VIRO          ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,10 ,16/01/2559 20:00
3105770,SEM VIRO          ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3105771,SPEC TO VET VIROL ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3105771,SPEC TO VET VIROL ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3105773,CELL CULT TECH    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,KOK                          ,VET ONLY            ,                    ,                    ,8  ,16/01/2559 20:00
3105773,CELL CULT TECH    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,KOK                          ,                    ,                    ,                    ,8  ,16/01/2559 20:00
3105775,IND STUD VET PATH ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3105813,THESIS            ,18 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA00  ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3105816,THESIS            ,36 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,15 ,16/01/2559 20:00
3105828,DISSERTATION      ,48 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,20 ,16/01/2559 20:00
3105829,DISSERTATION      ,60 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,20 ,16/01/2559 20:00
3105830,DISSERTATION      ,72 ,                                                                                ,          ,         ,          ,TDF      ,2  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,5  ,16/01/2559 20:00
3105894,DOC DISSERT SEM   ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,30 ,16/01/2559 20:00
3105894,DOC DISSERT SEM   ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
3105897,QUALIFYING EXAM   ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,VET                 ,                    ,                    ,10 ,16/01/2559 20:00
3106702,SPEC SURG CLIN I  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,PBW                          ,VET                 ,                    ,                    ,20 ,16/01/2559 20:00
3106703,SPEC SURG CLIN II ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,208  ,PBW                          ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3106707,ORAL SURGERY      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,10 ,16/01/2559 20:00
3106708,VET DIAG IMAGING  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,10 ,16/01/2559 20:00
3106708,VET DIAG IMAGING  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3106710,BONE/JOINT SURGERY,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,KSP                          ,VET                 ,                    ,                    ,15 ,16/01/2559 20:00
3106710,BONE/JOINT SURGERY,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,KSP                          ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3106711,IND STUD RADIOLOGY,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET2 ,119  ,PKR                          ,VET                 ,                    ,                    ,10 ,16/01/2559 20:00
3106711,IND STUD RADIOLOGY,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET2 ,119  ,PKR                          ,                    ,                    ,                    ,10 ,16/01/2559 20:00
